formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"FX2H+H2H, Labuang, Banggae Timur, Majene Regency, West Sulawesi 91412, Indonesia","{'location': {'lat': -3.5485483, 'lng': 118.9776567}, 'viewport': {'northeast': {'lat': -3.546947470107278, 'lng': 118.9790870798928}, 'southwest': {'lat': -3.549647129892723, 'lng': 118.9763874201073}}}",Hotel Villa Bogor Leppe,"[{'height': 6144, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115861945855137062745"">Muhammad Saleh</a>'], 'photo_reference': 'AUGGfZmLO6zxmPFfOHblsDB8nYa11_ADl8EWBPqWzFF1ZTsMSEQxafGGeU515pw0S2b9DjP7kFGj9bQszlsgraye-QcXqVJk1rqc8O0op3Hs0Ks67aaqJCQkD_ie1CcXKFkw9KZdJRt3eT7A0HCtrjD1IeCPen1AuI5CRS5GSwpSJ_zk8yL2', 'width': 8160}]",ChIJSeVKjWm_lC0R7F-ZM27BFAQ,4.1,"['lodging', 'point_of_interest', 'establishment']",518
"Jl. Dr. Ratulangi, Labuang, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia","{'location': {'lat': -3.5398025, 'lng': 118.9721727}, 'viewport': {'northeast': {'lat': -3.538431220107277, 'lng': 118.9734288798927}, 'southwest': {'lat': -3.541130879892722, 'lng': 118.9707292201073}}}",RedDoorz @ Hotel Grand Aulia Majene,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113473638860751630832"">A Google User</a>'], 'photo_reference': 'AUGGfZnHfAcXV2cjLdaNTN4qwmfsQ8-VU0gMs2vEqib0Fc7SO00jUg4NNfBolxVDRKG_1bI0oJlccZqYkf08a851mmbIimvip3WXngYDm2X_ivqAke_qVWb2lTHTZqDMbxsgg3BTVhAqSH4Q7sANGk1HaP8u6_anzvcW38zGt6b7_soMtjh9', 'width': 4624}]",ChIJpQJuJFO_lC0RukrI6OsyVwA,4.0,"['lodging', 'point_of_interest', 'establishment']",130
"Jl. Jend. Sudirman No.49-51, Labuang, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia","{'location': {'lat': -3.5439036, 'lng': 118.9719363}, 'viewport': {'northeast': {'lat': -3.542608870107277, 'lng': 118.9732687298927}, 'southwest': {'lat': -3.545308529892722, 'lng': 118.9705690701072}}}",Hotel Abrar,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115861945855137062745"">Muhammad Saleh</a>'], 'photo_reference': 'AUGGfZmd9Ost5ov75H2OpEvKG3Xiu0IO7u2zkptdqc9qIf4u2b7lAUD06Q6LwH0l8YZIvqoZMCbv8YBUIFqYVhd5cZAnwlYoVabwBOT1XVTV7ezJmXc_7-76S9-fhR_Y27XmgEyT4lxsD57BXNdoBvYhxWx6gj_2vrRtq5jLkU-HLCfH7o3Z', 'width': 8000}]",ChIJ9flrsmy_lC0RxqdfTz0NRSk,4.0,"['lodging', 'point_of_interest', 'establishment']",267
"Jl. Jend. Sudirman No.198, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia","{'location': {'lat': -3.5415098, 'lng': 118.9856941}, 'viewport': {'northeast': {'lat': -3.540195670107277, 'lng': 118.9870849798927}, 'southwest': {'lat': -3.542895329892722, 'lng': 118.9843853201073}}}",Puri Lembang Majene,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105607871105323836095"">Imran</a>'], 'photo_reference': 'AUGGfZmQSj0PvEUOy0gTWQ_csb7NRQ7lBfrXVHGQIgu0idk01A50Ocr9XKOm_3EFn7WdaSfvayuf-NUsOOIs3MYscxzsdxUfMiVvGeSpWhGGTVh8WR4Z583vEWjzlyALlTd541fxIRhZfLkWvU3Nig4sZY5MEZCnOB-nvbR-2ru-ekLvcfEJ', 'width': 3016}]",ChIJW8drp5y_lC0R3EdWjNS5RDU,4.3,"['lodging', 'point_of_interest', 'establishment']",94
"Pangali-Ali, Banggae, Majene Regency, West Sulawesi, Indonesia","{'location': {'lat': -3.5439498, 'lng': 118.9646481}, 'viewport': {'northeast': {'lat': -3.542650170107278, 'lng': 118.9660216298927}, 'southwest': {'lat': -3.545349829892722, 'lng': 118.9633219701072}}}",RedDoorz @ Hotel Aulia Majene,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109335409545604120360"">A Google User</a>'], 'photo_reference': 'AUGGfZk-Ky1vbdqUCNKNNGelpkQP3jKMkWNOSMAzyk4fcG5I2Ovo05pz_eyfDZdsNZOhysgy6eungioKoem6u-fK-rot79yjvO4S7Et-OxwVYYkEwWk-gZDm04QjLzsgg9ZUdFUVwj6c_2gSvc7wzzexxKk6zn0kw6aFh4WHxs-o_zqyzDxH', 'width': 900}]",ChIJkUVdADi_lC0RXxBnSlIu7TU,3.9,"['lodging', 'point_of_interest', 'establishment']",89
"Jl. Sultan Hassanudin No.8, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia","{'location': {'lat': -3.5384151, 'lng': 118.988601}, 'viewport': {'northeast': {'lat': -3.537059170107278, 'lng': 118.9899523298927}, 'southwest': {'lat': -3.539758829892723, 'lng': 118.9872526701073}}}",HOTEL DAFINA INN,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115861945855137062745"">Muhammad Saleh</a>'], 'photo_reference': 'AUGGfZmwT2RK-lVPxdLunEtw749_ep6oMXzYEEgn-0zX_XlLmDLHvncyy3u18b2PtmS5fnrjjKdk_s7LgqQ_OtIFynuLscHtY8cEB-FdtumXQB-oPaQbaEYl_9PtDlvEmAChc_AqM_yxQ1X-dn73CBLD13GrXFz3xYVo6e4W02dxNzkKcQvN', 'width': 4000}]",ChIJ5fv8CA6_lC0ROdXi_urQif8,3.9,"['lodging', 'point_of_interest', 'establishment']",306
"FX33+FXG, Jl. RA Kartini, Baru, Kec. Banggae, Kabupaten Majene, Sulawesi Barat, Indonesia","{'location': {'lat': -3.5463356, 'lng': 118.9549502}, 'viewport': {'northeast': {'lat': -3.545031920107277, 'lng': 118.9562104798927}, 'southwest': {'lat': -3.547731579892722, 'lng': 118.9535108201073}}}",Home Stay,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107680460921739741516"">A Google User</a>'], 'photo_reference': 'AUGGfZlZa8f1JiwexdTtwSgG6uXyGaemi9HoPc7-_gQdvbX3vRbhvL0rtRq8DfbtbGxgoyhlJOeqcQ6rgTUDC0DCrhT9XAbs0a2lU2nV2sEKt7fQ_E7ytzL6ZLbTQYMwtZIWlEFO4g4OuFCYQUhL46iJAbJkWfuvx9vbSmt9vUBA4OaT5lVT', 'width': 4160}]",ChIJGw24lTe_lC0RedaoqJtsm10,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"Jl. Gatot Subroto, Pangali-Ali, Kec. Banggae, Kabupaten Majene, Sulawesi Barat 91411, Indonesia","{'location': {'lat': -3.5487779, 'lng': 118.9572009}, 'viewport': {'northeast': {'lat': -3.547497170107278, 'lng': 118.9585620298927}, 'southwest': {'lat': -3.550196829892723, 'lng': 118.9558623701073}}}",Penginapan Ahza,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116355194097637132256"">A Google User</a>'], 'photo_reference': 'AUGGfZlawDc2uxw3wn99VFh3YoCDZNPw-3dP5PVBX0YKr9YToF0Zc7XuK9mz5AOVYt-kM0TtEgxus8z1mdynAIgUqom2WropQdOtwYNyr-rGiw69H-dPNQ9splhO4dEhxLUmpJXtVEZBUGEsIIW3C_b-kCgrRjr9PwMGWHU2DXTFk6AHDZaq', 'width': 4608}]",ChIJo6wyIku_lC0RHuGC-Yts5Qc,4.6,"['lodging', 'point_of_interest', 'establishment']",125
"Jl. Jenderal Sudirman Lembang, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia","{'location': {'lat': -3.5410029, 'lng': 118.9860319}, 'viewport': {'northeast': {'lat': -3.539702420107277, 'lng': 118.9874420798927}, 'southwest': {'lat': -3.542402079892722, 'lng': 118.9847424201073}}}",Penginapan B'nusabila Majene RedPartner,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111152189398979914920"">Ali Azis</a>'], 'photo_reference': 'AUGGfZl6oimsSeMkDrKjbYltqIv00ZvSVJl_tnygSwtZKNTHta6_Zxyl4AanZTiMXjLUNVO9ipDijGecEb4DKCghZ_s1j-LCBrplE_yqyH5sVItnSr28LbX_kimQ2Dcs1MMyhNJ4evMN1H__vmYHSw_n-dmLOOo3JwKxAAHQwZe8qH1rsuMt', 'width': 4160}]",ChIJSTREXxK_lC0RpozZfRH50bs,3.8,"['lodging', 'point_of_interest', 'establishment']",204
"Jl. Jend. Ahmad Yani No.54B, Totoli, Kec. Banggae, Kabupaten Majene, Sulawesi Barat, Indonesia","{'location': {'lat': -3.5517859, 'lng': 118.9465985}, 'viewport': {'northeast': {'lat': -3.550454820107278, 'lng': 118.9479736798927}, 'southwest': {'lat': -3.553154479892723, 'lng': 118.9452740201073}}}",Lilianto Hotel,,ChIJFxcLhrG4lC0Rifvm0C3T91A,3.0,"['point_of_interest', 'establishment']",1
