formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4854687, 'lng': 120.1249618}, 'viewport': {'northeast': {'lat': -9.484358820107277, 'lng': 120.1262054298927}, 'southwest': {'lat': -9.48705847989272, 'lng': 120.1235057701073}}}",Pondok Wisata Pantai Cemara,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109783320239755976842"">Pondok Wisata Pantai Cemara</a>'], 'photo_reference': 'AUGGfZnCEHOKQ-8NTfxxcMW76yVg3KYL0t1ZZgsPmQ3rjhf6T632wbZM3ccUrqMXEkcJ2PNBj3HWSf820PRYl6F0oek22BRdzWvlfOtk2nAZDOEZr3WvmgxyXYnJ-nHutzW4C0Yp1viOmK9wyCgvdLgoXou7_fgDtLyKZtY7j1ZbwJoeqIz2', 'width': 1440}]",ChIJJwn7bwhfSywRdzuUiUI7AG8,4.4,"['lodging', 'point_of_interest', 'establishment']",152
"Unnamed Road, Mondu, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.485941, 'lng': 120.124583}, 'viewport': {'northeast': {'lat': -9.484570570107278, 'lng': 120.1259410298927}, 'southwest': {'lat': -9.487270229892722, 'lng': 120.1232413701073}}}",Halte Bus 'Cemara Beach Resort',"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112957573181749153986"">Arief Alvianto</a>'], 'photo_reference': 'AUGGfZnx3eHIm12JjKF-n7qoGzh6hlKIpBACwL5rgmLmcgu7OCxGBP61yrApy7-bpjsLuLR9CiGLjGEw_GbTIgQwO3mdMD3yaZHu9oLDUXC33rrtsVD8eDASdk5C3legHEQSe2EVf35QRWvnPPTAzuLCEhS_gzf0MMjnyLxM_Y9AzlzR3q1a', 'width': 3024}]",ChIJJb9udAhfSywRMZD2c8SfKsg,3.9,"['rv_park', 'lodging', 'point_of_interest', 'establishment']",8
"Pantai Wera Jalan Waingapu-Melolo No.KM 38, Kadumbul, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87170, Indonesia","{'location': {'lat': -9.7165093, 'lng': 120.5741773}, 'viewport': {'northeast': {'lat': -9.71539915, 'lng': 120.5749777298928}, 'southwest': {'lat': -9.719839749999998, 'lng': 120.5722780701073}}}",Tanoma Sumba,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104462843707714318401"">A Google User</a>'], 'photo_reference': 'AUGGfZm1F_h_PlO1yoey4ti5Uqe8HzrRF0bRw_8fWjNPO0H3p4dQ6E5KmP6L4hbIJ072yh9x5qiCEI0FIoGY7VQnnDCjQOn0JIVkuYK0uQBwOTtuHrWlY6_G9m99uqbzIsxvae2FIchXjjze-EE66CkRAA48HX3sQBiDlOtp1nwwojL-TYYz', 'width': 1024}]",ChIJBYUSSqbzTCwRdxZE2CiNoLQ,4.7,"['lodging', 'point_of_interest', 'establishment']",101
"Villa KANDORA, kandora beach, Kadumbul, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87170, Indonesia","{'location': {'lat': -9.6963445, 'lng': 120.5564368}, 'viewport': {'northeast': {'lat': -9.694778670107281, 'lng': 120.5576810298927}, 'southwest': {'lat': -9.697478329892725, 'lng': 120.5549813701073}}}",KANDORA Luxury Villas,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100838520123492937608"">A Google User</a>'], 'photo_reference': 'AUGGfZkImYUZUM0OV4opXJFlQgnXbGy8HTA2ZU3ckgbAoR5K1qxQAgfzsvTBCO1zkV9FBcECO-yNW3Gw5ftyBM0OMo_T5Y9EaJV8LuYa1ua6pQeHTdfr3-B9WeWJUV05nw8I996uw1WVsNi1KBBBCK8Grn4B9FYYQmS6LXfjATpLABLUsqc7', 'width': 4000}]",ChIJlxLtwkTzTCwRhS7NRioFFZw,5.0,"['lodging', 'spa', 'point_of_interest', 'establishment']",16
"Kambata Tana, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7422296, 'lng': 120.3447091}, 'viewport': {'northeast': {'lat': -9.74085412010728, 'lng': 120.3481008}, 'southwest': {'lat': -9.743553779892723, 'lng': 120.3435508}}}",Hars Garden Sumba,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106228251468946352148"">A Google User</a>'], 'photo_reference': 'AUGGfZkAfufgq5Qbyhm5IhHqtxZiYQLdC8B-5vqyRApqzmqgHQYVr_XR-mpk2KKo-2JEU7j2bWZuBS7Pyvkwgx7R0foXIrq8qKIoEFB4PI-gRthksURSAJyJt-EEre94UdPb4O4aJ5SFazUIAlFLMTRY7-0kVqp4ud7T5I7uXqXas5eANBop', 'width': 2275}]",ChIJLzj1tLqJTCwRAlxYYuF2UwY,5.0,"['point_of_interest', 'establishment']",6
"Jalan Raya Melolo, Kadumbul, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87170, Indonesia","{'location': {'lat': -9.7162656, 'lng': 120.574465}, 'viewport': {'northeast': {'lat': -9.7150339, 'lng': 120.57515795}, 'southwest': {'lat': -9.719960699999998, 'lng': 120.57238615}}}",Wera Beach Resort,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117201717536658929711"">A Google User</a>'], 'photo_reference': 'AUGGfZl43KhGstz2SG3EBwReM-ZPnYhawqnlA-4XjRGMDkk5YBW453rEdp3Ze-UajMjtN1hHXZXGOxgpZ1D15wlHZZ42NSFa9qR1jGxIOsfyquLc7IeruQSsgh_4sm7LSuu2pTF4U0jOoqtNze_MhLPyDDU13sSzlcEBwJEAoVlWXWlzlBIy', 'width': 1024}]",ChIJO5jf7W_zTCwRcVGvZmWjKH4,4.5,"['lodging', 'point_of_interest', 'establishment']",56
"Jl. Raya Melolo, Lumbukore, Kec. Umalulu, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87181, Indonesia","{'location': {'lat': -9.879067899999999, 'lng': 120.6620421}, 'viewport': {'northeast': {'lat': -9.877689220107278, 'lng': 120.6632459298927}, 'southwest': {'lat': -9.880388879892722, 'lng': 120.6605462701073}}}",Amu Dahi (restaurant & villa),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104001361388328427827"">A Google User</a>'], 'photo_reference': 'AUGGfZk7pUZ39Af86YQTrgLxOUPI8jym9zBvicjhd-Uy8LOrc5NMDfaTom-yU6KYaRuJvyL4e2_CR9xLI9rhGV9PPOW4ToqHZdL4UKJifK4P3F6DhxdHMK9-A-RwWJGsRFNDm47jyB17mmHboLWlc2sPNFhOLirYbyJoPedtFihAScV7Wo8w', 'width': 4000}]",ChIJZYm0lLNbTCwR3bwl1zfr2io,4.8,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",24
"Kambaniru, Bendungan, Vaingapu, Kiritana, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87111, Indonesia","{'location': {'lat': -9.7232556, 'lng': 120.2678195}, 'viewport': {'northeast': {'lat': -9.721897770107278, 'lng': 120.2691541798927}, 'southwest': {'lat': -9.724597429892722, 'lng': 120.2664545201072}}}",Morinda Villa and Resto,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117875510197050574919"">Bayu Agung</a>'], 'photo_reference': 'AUGGfZnZ3bmeRApYOPqfdr5d6it37g5xHTkpKCcfcGNHlAI6h9dfWWqcbXg6iUXWs09nO4suPHFRmdoQJz7w2eT9cocGRetZ-phn5KaGqFNNkb7vb8jVMeAmg6Fm3jXaWIKj7sHCUKv6hM1RWCsv1QdnIdwZDRy0t7INa6eKZwLiftHD_94', 'width': 6000}]",ChIJPfPd4kOETCwRUnp1SDQCJdg,4.6,"['lodging', 'point_of_interest', 'establishment']",352
"Jl. Prof. Dr. W. Z. Yohanes No. 14, Waingapu, Prailiu, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim. 87112, Indonesia","{'location': {'lat': -9.6586923, 'lng': 120.2701091}, 'viewport': {'northeast': {'lat': -9.657298520107275, 'lng': 120.2714007798927}, 'southwest': {'lat': -9.65999817989272, 'lng': 120.2687011201073}}}",Tanto Hotel,"[{'height': 1652, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103927813286602079819"">A Google User</a>'], 'photo_reference': 'AUGGfZnzg3s_FT40Jn_b5TsfdymS4VEpFktbUneqDxy62B3iFVL3ug8OC5CGcumv7nUPTWDdrt9h8feScErrlcAwjWrHhlPCMZ2lj7Jug1JXrvG_2l_YC8mJtc2jOpcSO2M1bNwozOzlTzuXielEL-aSXIXR-1tuChVfFo9QwWTTQnD8FNnF', 'width': 2937}]",ChIJE9ez9kabTCwRo8DpA6ELk3Y,4.2,"['lodging', 'point_of_interest', 'establishment']",817
"kp. tandairotu jl. s. parman Waingapu, Prailiu, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6702555, 'lng': 120.2733195}, 'viewport': {'northeast': {'lat': -9.668783070107278, 'lng': 120.2744506798927}, 'southwest': {'lat': -9.671482729892722, 'lng': 120.2717510201073}}}",Casa Kandara,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103810358468679362065"">A Google User</a>'], 'photo_reference': 'AUGGfZnIzcLdghugXFVJmiLs8bFew_nMd7uvFWPmscoHBoObe1ppWaKG_g2eDXg-HgV6Aa3QA8VSmRfS9LN-rPENi_PHoJU7pzsve7TEmaecEqOrjycD3p05OTLw4HulcUfhVNdH34lI3hZeE6O_DcT5cQqLyMMoDQuV4jYR90fRluJHa2OT', 'width': 4032}]",ChIJR-3MJkabTCwRIDeONSRQ128,4.6,"['lodging', 'point_of_interest', 'establishment']",201
