formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"39GC+C4R, Enarotali, Kogekotu, Paniai Regency, Papua 98726, Indonesia","{'location': {'lat': -3.923886, 'lng': 136.3702558}, 'viewport': {'northeast': {'lat': -3.922714120107277, 'lng': 136.3734448}, 'southwest': {'lat': -3.925413779892721, 'lng': 136.3691928}}}",Bobaigo,"[{'height': 2398, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102401185008739626130"">Andri Wirawan</a>'], 'photo_reference': 'AUGGfZlrNQwAEzGvkrBlzmFXo13g19lDIxVq5g12DIdsjj7K2I34vClMFnFG_dZVovf0ZhepJYRFonLXImvHcFYdEJ-1UVpbTAhL42KbZNifA4fuc54TMdV7wCSaFtseTbm0chlTmCEvVD7bKcU-CIlQ4tjR-21t4fIim87ODeqXX0OMSRD2', 'width': 3525}]",ChIJvU_Dj_49ImgRsEhda9eiwYY,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0
"3979+M4Q, Aikai, Paniai Timur, Paniai Regency, Papua 98726, Indonesia","{'location': {'lat': -3.93578, 'lng': 136.3678455}, 'viewport': {'northeast': {'lat': -3.934147020107278, 'lng': 136.3716135}, 'southwest': {'lat': -3.936846679892722, 'lng': 136.3665895}}}",Waumakagouda,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104775253348653129585"">A Google User</a>'], 'photo_reference': 'AUGGfZkCxqF_M-hUa8G64FwtHFqItFfrGiHKyLtxkzKZXmyX9DQAQ1cy7anQMAFu7MyVs6zmM3IQvBXy-74qI8w7CfPkNe4FE8Pyxop5ueweHGyoUui_LwpT3wR0mVBRhu8SuwdknavxM0XxMvph0qCsLAr9cbhLK2uiouIR4S4HtsVMcVjU', 'width': 4160}]",ChIJoXqajvc9ImgRI7RNjslNAYg,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0
"3875+PG, Epouto, Yatamo, Paniai Regency, Papua, Indonesia","{'location': {'lat': -3.935641, 'lng': 136.308836}, 'viewport': {'northeast': {'lat': -3.934437770107278, 'lng': 136.3101623298927}, 'southwest': {'lat': -3.937137429892722, 'lng': 136.3074626701073}}}",Dimiya Danau Paniai,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115035439138382487447"">A Google User</a>'], 'photo_reference': 'AUGGfZlROAQsox3RtO-oAlzty2YXq7ew2vaJwJuNC22aKgK7kOwhI2F-yvekErkX-Pimeva1O24SZX_o8Dpbo1TX_eOoItGF2xrcEXlckOGB-czYq5ELQrmgl79YeLoraywPqbNdXTn0giciIaP7Oy0XwXqASHHID0o1NpYnPebGMvNNjxbR', 'width': 960}]",ChIJNXjJFAAjImgRmjsF3jL--CE,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0
"38X9+446, Danau, Mogeya, Distrik Paniai Barat, Kabupaten Paniai, Papua 98715, Indonesia","{'location': {'lat': -3.9022222, 'lng': 136.3177778}, 'viewport': {'northeast': {'lat': -3.900872370107278, 'lng': 136.3191276298927}, 'southwest': {'lat': -3.903572029892722, 'lng': 136.3164279701072}}}",Paniai Lake,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115304861082732148382"">Edwin Pamungkas</a>'], 'photo_reference': 'AUGGfZmI7-fsQwDoAbA-t2TtmNAEvN3Vo4gaykcI9ztFR2u8dzNVMIHY_fQK8qTUmNfPUTisKQAw1IE4diwI67gG5tjsG_gvXZv52crXQTDf98dJ9izuM-TuGox5AYZcOHNiqzUtnsrmB9JgtmrnNas6S-1leOlO5P9hLfhT2SVzbXmI-A6l', 'width': 4624}]",ChIJyaF06G8ZImgR5AVw62qHpnw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0
"35CP+QP, Yametadi, Kamu Utara, Dogiyai Regency, Papua, Indonesia","{'location': {'lat': -3.9280216, 'lng': 136.1868329}, 'viewport': {'northeast': {'lat': -3.926671770107278, 'lng': 136.1881827298927}, 'southwest': {'lat': -3.929371429892722, 'lng': 136.1854830701072}}}",Edegepo,,ChIJz9FSKQCLIWgRuRMqvKKO0-s,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0
"4FM6+H6F, Kampung OGEIDA, Distrik Ekadide, Kabupaten Paniai, Papua, Indonesia","{'location': {'lat': -3.8660649, 'lng': 136.4605516}, 'viewport': {'northeast': {'lat': -3.864714370107278, 'lng': 136.4619059798927}, 'southwest': {'lat': -3.867414029892722, 'lng': 136.4592063201073}}}",KAMPUNG OGEIDA,,ChIJmUXg0C0VImgRojRE4CVuB7I,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0
"W7FQ+4WH, Yaba, Tigi, Deiyai Regency, Papua 98727, Indonesia","{'location': {'lat': -4.0771948, 'lng': 136.2898671}, 'viewport': {'northeast': {'lat': -4.076027320107277, 'lng': 136.2913846}, 'southwest': {'lat': -4.07872697989272, 'lng': 136.2853146}}}",Tempat Rekreasi Butuboya,,ChIJN1o2tOMvImgROv-4W2SnOXY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0
"376H+8PW, Unnamed Road, Epou / Epobutu, Paniai Barat, Paniai Regency, Papua 98764, Indonesia","{'location': {'lat': -3.93913, 'lng': 136.279331}, 'viewport': {'northeast': {'lat': -3.937424570107278, 'lng': 136.2828719}, 'southwest': {'lat': -3.940124229892722, 'lng': 136.2781507}}}",Wadoumide Deiyai,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104753976352545924090"">Kristianus Ukago</a>'], 'photo_reference': 'AUGGfZmVbQczl_eiGocExtou93tntepNJnYVjDMHsNZb9Y7aCnbLdjp1YYfH6oQeNU3tQVUAdSHZNgTSuZVZrg13WRrVEJJVj0AMjBzy2DYsOcqLefPFgiPDs7bgG_ZY_dymJbBGAM2e-BPsMMxdRkg4PeldcdvR7YS1gGMLGdu7ACQVv93F', 'width': 4032}]",ChIJ2378DLIhImgRSzDKZtro_aE,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0
"RCPP+XCF, Kopai II, Bowobado, Deiyai Regency, Papua, Indonesia","{'location': {'lat': -4.1625625, 'lng': 136.4360625}, 'viewport': {'northeast': {'lat': -4.161212670107278, 'lng': 136.4374123298927}, 'southwest': {'lat': -4.163912329892722, 'lng': 136.4347126701073}}}",Meno Waina,,ChIJdYpLuPbNI2gR3Baf3fYCDMA,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0
"X2RQ+XXV SMA Negeri 2, Moanemani/ Ikebo, Kec. Kamu, Kabupaten Dogiyai, Papua, Indonesia","{'location': {'lat': -4.0075023, 'lng': 136.0399139}, 'viewport': {'northeast': {'lat': -4.006171320107278, 'lng': 136.0412785298927}, 'southwest': {'lat': -4.008870979892722, 'lng': 136.0385788701072}}}",Ini rumah Luis,,ChIJZUDgGD2RIWgRMOYnxFVE7uw,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0
