formatted_address,geometry,name,photos,place_id,types,rating,user_ratings_total
"QHM7+42M, Beringin, Alalak, Barito Kuala Regency, South Kalimantan 70582, Indonesia","{'location': {'lat': -3.2171538, 'lng': 114.5625557}, 'viewport': {'northeast': {'lat': -3.215903920107277, 'lng': 114.5640532798927}, 'southwest': {'lat': -3.218603579892722, 'lng': 114.5613536201073}}}",Barito Bridge,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106121599855875500058"">finthihani yumna a</a>'], 'photo_reference': 'AUGGfZmYJCOHtPsGCuZsy3sMZ8kepVSRJKzzp8NOIqAjvT46bKztwjjpatSqPJjUfZBUv_h_EzzKEKKIGpT6ude8H6bJwjNjffV_45ckWq3mvfiOPC8DADRt5Oor1socWcOd93YvRBIe9nGgMxnjBmTSk9HDCXsKS-xTiZlFiSrPDruwapmp', 'width': 3096}]",ChIJh6SR2ag95C0RYbBgePt4wVk,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,854.0
"Kuala Lupak, Tabunganen, Barito Kuala Regency, South Kalimantan 70567, Indonesia","{'location': {'lat': -3.4598962, 'lng': 114.3658666}, 'viewport': {'northeast': {'lat': -3.458531920107278, 'lng': 114.3673651798927}, 'southwest': {'lat': -3.461231579892722, 'lng': 114.3646655201073}}}",Wisata Pesisir Lupak Luar,"[{'height': 3308, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115024259872204445746"">Masruni Qybit</a>'], 'photo_reference': 'AUGGfZmw8k-fMlow_7HdQgTFLk1mqZb_LumOO8E3hT8GNaIVOYQw3Jb1-Zj1h5pnI_hq1ZP6fYwdxMJbZlT463k-QFeL6LCTnWVBh4RRWs-G_m4W1yxOuBsVaUu12jtB4j0cgF6P1zlVgLm4Tz79h0xrkPy-3gYrtnkWQXiERlpjYXQ415oB', 'width': 1860}]",ChIJS8bUYoen5i0RIBhV0gE4QLU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,18.0
"2QC2+2C, Ulu Benteng, Marabahan, Barito Kuala Regency, South Kalimantan 70513, Indonesia","{'location': {'lat': -2.9799923, 'lng': 114.7510386}, 'viewport': {'northeast': {'lat': -2.978766670107277, 'lng': 114.7525214798927}, 'southwest': {'lat': -2.981466329892722, 'lng': 114.7498218201073}}}",Kebun jeruk,,ChIJu-i59QFP5C0RX81UyjBlQHc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,3.0
"Unnamed Road, Bagus, Kec. Marabahan, Kabupaten Barito Kuala, Kalimantan Selatan 70513, Indonesia","{'location': {'lat': -3.0033483, 'lng': 114.7794083}, 'viewport': {'northeast': {'lat': -3.001567620107278, 'lng': 114.7806520798927}, 'southwest': {'lat': -3.004267279892722, 'lng': 114.7779524201073}}}",Gusung Rumpiang,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100587275177553221102"">CCR Dofir HRS</a>'], 'photo_reference': 'AUGGfZlq-ZutR4VyVGDPhnRp35OjMFWXFKj251armw626qTdgx76W3AhiHvyHoQ0wrXltDMUvVnb0qhGRYGiwvrpr_Ou100ROlo3QJYk-xKc6MbWG97Ye8kcGY5tWbD_dnQxED4368smDRPztJGwXdRCI_7xQZH6ctj1XQCAQ0jLsfkSYEKF', 'width': 1920}]",ChIJS4bUBBBP5C0RIDnnpqBZSR4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,59.0
"Jln Anjir Talaran km 10, Antar Raya, Kec. Marabahan, Kabupaten Barito Kuala, Kalimantan Selatan 70511, Indonesia","{'location': {'lat': -2.881335, 'lng': 114.69742}, 'viewport': {'northeast': {'lat': -2.880012320107278, 'lng': 114.6988192798927}, 'southwest': {'lat': -2.882711979892723, 'lng': 114.6961196201073}}}",Wiraswasta,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116487334678068896084"">A Google User</a>'], 'photo_reference': 'AUGGfZnguTJzsAUvc862NUM5QIi3P6VmEv0fysmG4-oEscw815tVEqh4itf7Ibe4vMrKgp9HPubwGEOschKNxOxZn6RQBRMvpm82fiqzg9FaB2br09-ipAXkIxwyFjLuqSgPdM1XWqfDNVYEWcIiZ7cO9f37D8bf-obABF_qtO1AucG5KqVo', 'width': 3120}]",ChIJJXJj0WRZ5C0RuVflmUw0z-o,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0
"GC3Q+XJ5, Kuala Lupak, Tabunganen, Barito Kuala Regency, South Kalimantan 70567, Indonesia","{'location': {'lat': -3.49511, 'lng': 114.4391083}, 'viewport': {'northeast': {'lat': -3.493758270107278, 'lng': 114.4404805798927}, 'southwest': {'lat': -3.496457929892722, 'lng': 114.4377809201073}}}",Empang Burhan,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107949014929239761222"">Gangga Cihan</a>'], 'photo_reference': 'AUGGfZlhF5YiEVWyVV5nS5qYJW9G7xKOYnWOb-jC2H-jWOCuMGUp0DvpRYBouGM9ptjnZYmcTaoRJ4C2RWVkmrTLjxlD4svDnQ7-SbMcMhKcbXOwIV1K5jMrQaEXI-_7OSt4leNLyBlTCx241CpCUP7QbWxjr8JI1lo-qw6sQ6Qjf0DiBdHy', 'width': 3472}]",ChIJp3k8yo6j5i0RclYGA1LA3Fs,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,3.0
"QGCR+CQ, Anjir Serapat Muara, Anjir Muara, Barito Kuala Regency, South Kalimantan, Indonesia","{'location': {'lat': -3.2289167, 'lng': 114.5419355}, 'viewport': {'northeast': {'lat': -3.227775220107277, 'lng': 114.5427342798927}, 'southwest': {'lat': -3.230474879892722, 'lng': 114.5400346201073}}}",Ekowisata Mangrove Rambai Center,"[{'height': 813, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102319909449563037239"">A Google User</a>'], 'photo_reference': 'AUGGfZlw_8zclKjRqfKdHxWFSa6VnqOJ8dpxfP4ZOPoayHMYQVlMZqtHHEr4YGtF1GKYCOx99U_n9hm6hLWV59cTCO9nVrWl8u56Ut__uqccL0NPxr68GeMsLTebemWNcYlCnFrShP4jlh3Kxr517I1ZH_HIS9HnaMViKsjsRWhiOJfzbuEL', 'width': 1080}]",ChIJXf64XzU95C0Rv0qO78CVE-U,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,13.0
"2QF9+PWJ, Jl. Atak Imberansyah, Lepasan, Kec. Bakumpai, Kabupaten Barito Kuala, Kalimantan Selatan 70513, Indonesia","{'location': {'lat': -2.975661, 'lng': 114.769779}, 'viewport': {'northeast': {'lat': -2.974270970107277, 'lng': 114.7711520298927}, 'southwest': {'lat': -2.976970629892722, 'lng': 114.7684523701073}}}",Pelabuhan Lepasan,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107732353313084095680"">A Google User</a>'], 'photo_reference': 'AUGGfZnyKhFTuIgCwIP4evs7Cdf3D9bheYqTHxwovatkMz5zWZvGZrMljoJ52AJBVQWUy3226_E7BdhkosoKQmlx2O538ZWhtyDoACG3Roagb7D471ErMFp_M4FIzG2v2CKB3FbSyvzH1MIEkDBoDdW47-7ajK8MY815m38Ng3mUp3-6W3j2', 'width': 3120}]",ChIJedJaYqxP5C0RKBysFxbfILs,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,3.0
"PHP9+HHQ, Unnamed Road, Berangas, Alalak, Barito Kuala Regency, South Kalimantan 70126, Indonesia","{'location': {'lat': -3.2635548, 'lng': 114.5689083}, 'viewport': {'northeast': {'lat': -3.262216920107278, 'lng': 114.5702486798927}, 'southwest': {'lat': -3.264916579892723, 'lng': 114.5675490201073}}}",rumah yahya,,ChIJiTKxgFcj5C0RBy36fL8iXoM,"['tourist_attraction', 'point_of_interest', 'establishment']",3.7,3.0
"QP6V+Q5M, Bahandang, Jejangkit, Barito Kuala Regency, South Kalimantan 70653, Indonesia","{'location': {'lat': -3.2380287, 'lng': 114.7429327}, 'viewport': {'northeast': {'lat': -3.236758220107277, 'lng': 114.7443132298927}, 'southwest': {'lat': -3.239457879892722, 'lng': 114.7416135701073}}}",Kenderaan Isro Tepatak,,ChIJmRwYVwAx5C0RdhQCZQYYZp0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0
