formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"2XGF+VP, Sukajaya, Anak Ratu Aji, Central Lampung Regency, Lampung, Indonesia",Gunung sukajaya,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117647330077159879839"">A Google User</a>'], 'photo_reference': 'AUGGfZlv7P7Zhf-lqqEsKtkeIqxZv6Nh5lWHYyb6eVvODh3D9PoxWapy2GJxdwenwwAqqfWtcjI3cihIVmsn1JRx19vh_84TkL9UnXCWT9pk0DlB4H27zWSAGQ8OYL0WmFoqRPADs-6Ae3gqL8kZeVh6nZwtjq_7n8Geqk39FFBl7rrif72a', 'width': 1920}]",ChIJH2kt3U9TRy4RFhLmhVvxkwU,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-4.9728568,104.9743535
"2XWG+H3H, Sukajaya, Anak Ratu Aji, Central Lampung Regency, Lampung 35513, Indonesia",Taman Senam Hijau Sukajaya,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111942971983451251845"">A Google User</a>'], 'photo_reference': 'AUGGfZnhrD1bf7oHBvm7BpiTTrXliVC5zVJexkMzIAm-OlJiEWyOqUcTEkdNrLlTTspOB-CYRiKsn7HURqDvaSXEifiKxE5x-qFGWdU6k-Emkk49K0yJ74ma2owW1vbLtMyI6caYU4Cll2nFRsFE-4TjHEDHse5i9zTrnDe_HhBJxyiQwCEo', 'width': 4032}]",ChIJqVOOi8VVRy4Ru8Uj6ANUR-4,3.3,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-4.953571,104.975225
"2WHW+G5, Sukajaya, Anak Ratu Aji, Central Lampung Regency, Lampung, Indonesia",Kebun Jeruk Pak Misbah,"[{'height': 3824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108475089511577748377"">A Google User</a>'], 'photo_reference': 'AUGGfZkLs1dRq3IKO9_X9spNy8_CAYGG531xsNBNkyRWI5hwHbgv96vSngtsYcdf0Q6Eq2HQExswRqpDzWaFs59HaafnYO7vZTSb8b0yndiptzWUMu9GKUaxA064IsaCXBNUY6qOb1SkDFt0xadcKZg5aRQ1gBxIov_IbQ59NBSD8ajtNMNy', 'width': 7414}]",ChIJHx4JU6VTRy4R4We3o9ZEOgg,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-4.971225,104.945386
"XVC5+WJ, Negeri Katon, Selagai Lingga, Central Lampung Regency, Lampung, Indonesia",GUBOK DWI SUGIANTO,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114357350572162608727"">A Google User</a>'], 'photo_reference': 'AUGGfZnFEUhokeEQcFCZOOA4QV4reJA8TyR9SDElGs0UXT80XPj7pemL_cbDcz9MLgxXaXn4W8rKroj9OpQMPNETF9u9-yhZAolKz4xpPv5_1riRUbybq7a5fHXAjjDijOHJY_U6BWuww83xloHaNC6bB3iJiH90JOUFCiWncrVgftZcklWK', 'width': 3120}]",ChIJXUf4kTBRRy4R5bOjmZDZlMs,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.027660099999999,104.8590674
"2V2F+F46, Galih Karangjati, Selagai Lingga, Central Lampung Regency, Lampung 34176, Indonesia",Wisata Alam CADAS HITAM,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109881932245723770200"">nofi andie</a>'], 'photo_reference': 'AUGGfZn3ItjuKoCow_1W9yuEoARH228qQtvw-4E0N_dZQe7QqOC1qZ792kCtTtDvcvmGxKMM9WasbCE60kjS3RNPe9HPqeYUlhoTqg8D_Pt3CcJ0KsgnYPmQqFVHAMH7xDBUqCOZb7AbAvi9rEjj7PDt-6ABnxYXttcQRCP8vcz6bOKGB4OI', 'width': 960}]",ChIJ0-tvRnVRRy4RE5EuVp1YYV8,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-4.9988336,104.8727668
"XX6J+RJJ, Jl. Raya Padang Ratu, Kuripan, Kec. Padang Ratu, Kabupaten Lampung Tengah, Lampung 34175, Indonesia",JEMBATAN WAY NIBUNG,,ChIJI-pfYw9TRy4RM7Qjx9utWfA,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.0379018,104.9815106
"W33R+25J, Tanjung Jaya, Bangunrejo, Central Lampung Regency, Lampung, Indonesia",Pemancingan Om Iwan,,ChIJ93FBPbezQC4RzUreQhpOjds,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.097408499999999,105.0903966
"26F7+R7J, Jl. Lintas Sumatra, Gunung Sugih, Gn. Sugih, Kec. Gn. Sugih, Kabupaten Lampung Tengah, Lampung 34161, Indonesia",Taman Tugu Kopiah dan Patung Pengantin,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116437840081566049758"">A Google User</a>'], 'photo_reference': 'AUGGfZkzZmCo6MYcphY8fFlwql5SawUCuY27JtXhZE_OMhUDuD6syM_cByjasz8kEOP4XT07gCvvp2W6v-n-TUBegakYUw1hAn-mMM5jyAL0JfjuQi0zstMfX5X19QCR33JEtALHfr6Dh7Qq_NWAu6Q6RNbjBBK3GegTVRs8UF19-xd_g2v3', 'width': 2992}]",ChIJ1RR9ilmvQC4RsCS0xMhSZlU,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",2438.0,-4.9754133,105.2131424
"V3R4+W4G, Purwodadi, Sri Pendowo, Kec. Bangun Rejo, Kabupaten Lampung Tengah, Lampung 34173, Indonesia",Tempat camping aman dan nyaman,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112420994639736922623"">A Google User</a>'], 'photo_reference': 'AUGGfZn706RKgHIpiKA6HPaHBHoQvDHYaE3rEdF8z9bxvzMXeQNSrOdAy11DIo1D5DK8d1Cqo6ExyKkFlLDzExrAahO4MWDlNFbX1WCMfatd-fLHxtpwvL6rPyE3HfQx0sxP_OCURzd0EVjf9Z76dx7zIYwHjRl1HOmQD4Ogh_qcndWjogaD', 'width': 1080}]",ChIJvakT84SzQC4RKI0sCOmI-p8,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-5.1083079,105.0545291
"W4FP+735, Sinar Banten/Bekri, Bekri, Central Lampung Regency, Lampung 34162, Indonesia",Sungai Way Tipo,,ChIJP5CAXqmxQC4RkwplpmNXAZU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.0768672,105.1352432
"W487+PR5, Sinar Banten/Bekri, Bekri, Central Lampung Regency, Lampung 34162, Indonesia",Puncak bekri,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102558111472981083442"">Iman Muda</a>'], 'photo_reference': 'AUGGfZknS4XOf4S20_-FZlBKN626gTaj7sFGi6rVCmyipSjZ4ApkLYDespi2Ny1E_s1QqRWJS-R3xLMMwT9OckTPPt9_kD86jpzquCIoZQcvAlcXN_MA8GvTQ4woVF8cPgFnf4CXnx5eZf_rRwWT2kKQUSs56GoM5X5CRysSDsiSosLuPxj-', 'width': 1280}]",ChIJzeodoC-zQC4Ra9GyzfJgLGs,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-5.0832358,105.1146143
"Karang Tanjung, Padang Ratu, Central Lampung Regency, Lampung, Indonesia",Kolam Renang NN Mandiri,"[{'height': 3280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104470910213052129638"">Muhamad Irsan</a>'], 'photo_reference': 'AUGGfZle2-82cZtYIifmThPwb552tdYiztBQ1H1NQ37OAJiArWQNAoq8BxxXLOJ8NjxLW_y5qNlXnGHjAWkf0yz_GWDW3P30thZIyLc_hvPzfTe6qCxz2gMCsqkfPEt2PxBtbzsi-Sqw0vhDHwWnidpSB4GpJSlxawFO6qZzKzIaOG4uawvE', 'width': 1848}]",ChIJDWg6XgBNRy4RGqPL-imF0LE,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-5.075490299999999,105.0112325
"VXPW+XQ4, Timbul Rejo, Bangunrejo, Central Lampung Regency, Lampung, Indonesia",DANAU KERUK TIMBULREJO,"[{'height': 355, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102551391643044792343"">AGUS SUMANTO</a>'], 'photo_reference': 'AUGGfZlHzn2PODqY6cCVXPGKin6UnarvGAOjfziRH0F5eH1yWXdF2C9wlVkyktZAf4GOFeREV2bVZ8BUwlT8Hi2QlLFTAqAYntjAdfm--ShbqQxDH0bOY_vYgwCY79oizu3LFx_lPOOyXKtsdtezPDa4aXQOTE3rah1CKMLpM-J70fQFM_3Z', 'width': 620}]",ChIJueqvMvxNRy4RTaUlG5o0Ni4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.112610699999999,104.9969468
"VXQW+6XJ, Unnamed Road, Timbul Rejo, Kec. Bangun Rejo, Kabupaten Lampung Tengah, Lampung 34173, Indonesia",Embung Timbul Harjo,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103831210186076660623"">Bayoe Adhitya</a>'], 'photo_reference': 'AUGGfZnARRucRvgfDyTjwhJD0W8_eZFl82SshJLdRzYhgOp6SRxwU2vfLZKbk7vrhdADWGNhRQ1NAm3YD2jYzFCZOsBL1hDOcr_5CCPIx8UOiXiMFdDApkHE56dSFIFm4p4bLWSqvNFdL2G7-3HFejK0FwU3R03NdCsn-ndyKcfKPDPCe57m', 'width': 4032}]",ChIJSxkMefdNRy4RCDZHuwGHQBc,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-5.1119004,104.9973752
"X5X4+Q2X, Komering Putih, Gunung Sugih, Central Lampung Regency, Lampung, Indonesia",kali GSW,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105272607470449232459"">antoni sandy</a>'], 'photo_reference': 'AUGGfZlS2jqiiQ2ZCK_5fZnElq-Dwt7Pg0IpZni4O5sYFRz487HH-2HGkADSI-9PfWR3MuI6qODGu3mC_l8z_hzTuJRQaoTt236aNed5PrV0z4iUBsdTyyhVwg-hyy96PNv6NMS22NOh9z5v1Y59fj94Q-DRLwnUgL7iyGOMUqeHL_xjp-g', 'width': 4608}]",ChIJDepr5G2vQC4RM4Qq-TEuw6U,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.0005063,105.1551153
"26F7+H7P, Jl. Lintas Sumatra, Gn. Sugih, Kec. Gn. Sugih, Kabupaten Lampung Tengah, Lampung 34161, Indonesia",Tugu Pepadun,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114851119474404140238"">Sunardi Apin</a>'], 'photo_reference': 'AUGGfZlEsHCsb9w6SVk7TwoiGl2Y1fPIRbY3xTwUvjoGHrvV3teVNkLAc20jONug3g7wfWb1ixj6X1hD0eYXWicmBUaqJaabhG7tw2peHwzda_wRVEEltvOZKgaEPyrGbfwYuWH1sizy86PvBUjOFttcl_YgqCT72E3G-mB41w0S_kC5AtWR', 'width': 2988}]",ChIJP5fyLlqvQC4RTW7KpPXVlsQ,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",251.0,-4.976043,105.2132015
"VXCJ+J52, Jl. Raya Sidomulyo, Margorejo, Kec. Padang Ratu, Kabupaten Lampung Tengah, Lampung 34173, Indonesia",Tengah sawah,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107808575616778771909"">A Google User</a>'], 'photo_reference': 'AUGGfZn0NCK_jvYLvVQic7tH5kEwzvj_Y5JMTGGlk3302K-r81ldi_ADt7r6zd09CDo2ydgz23_SC049ji7zBajMTXiaoadYg3DxZf5YEVsD8f0tHriXl5q4WMJ9bYHbewP7_AKvMUWcxZl7ZkLdkhR6idbhwUTW-sJm5DEofBBq_23a33zh', 'width': 1472}]",ChIJA7UczlBNRy4RYYo3oQk2U3k,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-5.1284781,104.9803858
"VXP7+2R, Surabaya, Padang Ratu, Central Lampung Regency, Lampung, Indonesia",kolam kodok Sahang,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113144753884765008717"">A Google User</a>'], 'photo_reference': 'AUGGfZljjwCX3n3sn2_yuPiK2XnPsEBd-Rfzuuc5-M0asCBaYyDs818bshled2_aFEflqhqSf8jiaXSp3sd8Dswzd8ZofdklLNykZEU-JR2hId4kX6EL2a5LOUd2rbiuE0FtOZ2_FSsq7EK1FMI0eLK2f_reiZDXgmYhxnD085psd3opL19s', 'width': 1836}]",ChIJYexkttpNRy4RHjRTZwZ5570,2.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-5.114967,104.964561
"Jl. Brigjen Katamso No.47, Poncowati, Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia",Green House Melon SMart 12,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110502413391604197557"">mulyadi amoey</a>'], 'photo_reference': 'AUGGfZkWhlmpAjqqxFABJwIvaTWGy4ndssKd0ipqryyfju2aM_hSUISrt9niGD4h9RarZLlx5viHousH5wwqpj2NWn7XcUqcLWx34_UBHeaahQF8MxvmKOuHsjbfE0SagxroITKBnJSVQuOStx8dxWH0fx2dF4uUHCJC_cxxKhvvGYfBY_d0', 'width': 4000}]",ChIJZYcE4PmpQC4RsnOAKYSAYsY,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-4.9013101,105.2002696
"Jl. KH Ahmad Dahlan, dusun 3, Bandarsari, Kec. Padang Ratu, Kabupaten Lampung Tengah, Lampung 31151, Indonesia",TAMAN KELINCI ANDIRA,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114154730880484884301"">A Google User</a>'], 'photo_reference': 'AUGGfZnqzuQZ5XoJKleKOe70PL1r8I54XybDQlt9W4jrjV1_iFUtRMdriW1yrfbdQ5aVYSSs2yFAPjmcM8TyfxHbtGu4yRvvgEDcj1QLcClbMf25aVMgLgK8QVywEVEPViuO-jD3zOqaXz6anEwYdDFaycVXCUefwfh11PV3RirOqGeaO8vX', 'width': 1000}]",ChIJU6WAxz9NRy4R9OqcTsSfqJ4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,-5.088567299999999,104.9594319
