formatted_address,geometry,name,photos,place_id,types,rating,user_ratings_total
"CP36+9P5, Engros, Abepura, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.5966189, 'lng': 140.711856}, 'viewport': {'northeast': {'lat': -2.595313720107277, 'lng': 140.7132264298927}, 'southwest': {'lat': -2.598013379892722, 'lng': 140.7105267701073}}}",Pantai Ciberi Jayapura (Pasar Ciberi),"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110768794487847337081"">Arif Pamungkas</a>'], 'photo_reference': 'AUGGfZni3e2zK7XPJe7FLWN_7dLOhVK3oLMtedEc63auNIEaFNuvZNOVoU55K2n4_t8R--brUs_O9YZ-v09Ogzj6jzkBIYi6rvIMWjRAgwhIv7Gmdh9RQX_qbWydZ2sZWNLFa9hG2AtUXF0xe1kvQWYtIPR9Hg_wzSxlzoPj5a3yCEdfmGM3', 'width': 4128}]",ChIJV3a03LVfbGgRjlnK9KE_PWo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,127.0
"CM6Q+JCJ Skyland, Entrop, Distrik Jayapura Selatan, Kota Jayapura, Papua, Indonesia","{'location': {'lat': -2.5884097, 'lng': 140.6885197}, 'viewport': {'northeast': {'lat': -2.586946920107278, 'lng': 140.6898163298927}, 'southwest': {'lat': -2.589646579892722, 'lng': 140.6871166701073}}}",Bukit Jokowi,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105407032149585197438"">Yori Sulo</a>'], 'photo_reference': 'AUGGfZnCOxHtNj9vGMbC5p-2gZkvHFBT7SaUA-fm3_-p5GIvTi9F5zaHXjccx8hnoSOGA99ndXjKrdy6DYs1xfdUhwUlHQeR_g_xWgogpirvly0rlRHXMmEfYzHt6W3qCXAApnRo7G_jKhmgia1DAqKleE8z0slQJxHnqHVbF-6xokISgxMq', 'width': 4128}]",ChIJH13hH1JfbGgRf7ii_H7rHOA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,1221.0
"Jalan Raya Abepura - Entrop Skyline, Entrop, Distrik Jayapura Selatan, Kota Jayapura, Papua, Indonesia","{'location': {'lat': -2.5892567, 'lng': 140.691719}, 'viewport': {'northeast': {'lat': -2.587945770107277, 'lng': 140.6930692798927}, 'southwest': {'lat': -2.590645429892722, 'lng': 140.6903696201072}}}",Scouts Park,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102117409599985108019"">simon petrus</a>'], 'photo_reference': 'AUGGfZkkIvzpdrO_J5a1QACB6Tfy3JBZlRmlVl9Kdv_nN6wfqnUHk-TzEO0CoVNyDLknAGI_XagakqjRvuZqYExT2_Uz9XIqjAHYoZuujiwxd-mDKA7LM300FsTScbJoV8q30dxquyGyLZk91qRrqNTxvRLb-IU9Hhh8KgIzgg-SDjrJxRs', 'width': 4032}]",ChIJU2jTIspfbGgRwe-iiXivvHw,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,86.0
"FP25+2QM, Ardipura, Jayapura Selatan, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.5499131, 'lng': 140.7094229}, 'viewport': {'northeast': {'lat': -2.548608320107278, 'lng': 140.7106546798927}, 'southwest': {'lat': -2.551307979892723, 'lng': 140.7079550201073}}}",Jayapura City Tower,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107497747507086814275"">Masduki Makhrus</a>'], 'photo_reference': 'AUGGfZnnhkB8F5PHCC2HX4gfWT36Kp68pQUo3-kwCowAiYem87jWfrUnF-njlCGnovfR5QtZpx-aBz-Jubk7YKUlN98AZYjGwMLCLDNZ-j3CmPBtPNydfBpft9gp2Tl3a9JU7bEmFSzudttbAAjUhwrEdut6OCmnJEeN1pxxo3mc2oYJ0n8u', 'width': 4032}]",ChIJlxBo8FlYbGgRJxrR6qrFbEs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,1184.0
"Nafri, Abepura, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.618117, 'lng': 140.7346732}, 'viewport': {'northeast': {'lat': -2.616826620107278, 'lng': 140.7358980298927}, 'southwest': {'lat': -2.619526279892722, 'lng': 140.7331983701073}}}",Pantai Aulia,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115193221567274373679"">A Google User</a>'], 'photo_reference': 'AUGGfZnzch7VwejYYXlpNLpO7ecMUhMJGzkezkQd-s_Erjgljyk0UbKSCeTqp2qJjiXm7NbxEL430Gc6XXIxUiA5MiRYiGdXAcKeXVKfqC0fB5tsj2AB3dven5o7raWeePGxcfyd7nKTiGw2UtiTKeWhPnF2QSQJgxrEAmaXXSIhYSUvYdN_', 'width': 4032}]",ChIJSeTBNXFfbGgRipk0Qbx3MDc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,32.0
"9MPP+MJP, Enggros, Wai Mhorock, Abepura, Asano, Kota Jayapura, Papua, Indonesia","{'location': {'lat': -2.613295, 'lng': 140.6865681}, 'viewport': {'northeast': {'lat': -2.611966370107277, 'lng': 140.6877583798928}, 'southwest': {'lat': -2.614666029892722, 'lng': 140.6850587201073}}}",Dermaga Teluk Youtefa,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107342582346368614568"">derek klemen</a>'], 'photo_reference': 'AUGGfZm83L7KFsyIFquGxZeK4g7Py5ejBWDiWkYh5ON95GwV0SNj-gYWx1nft5N0HtU6r9GfRO863zbmBPwdXxnNbDdObIw1dxoOmeuyynE0RZzCI0tVFNadIH_Lk_1pi34haoDuVSperpQyDnSvcqTkGJwVCpCFQ2CIMU8mCg3JS3CVVBCY', 'width': 3264}]",ChIJJUU6GnlfbGgRyxsGHdgd1jQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,468.0
"9MP7+WJH, Jl. Biak, Kota Baru, Kec. Abepura, Kota Jayapura, Papua 99351, Indonesia","{'location': {'lat': -2.6126959, 'lng': 140.664124}, 'viewport': {'northeast': {'lat': -2.611362120107278, 'lng': 140.6654612798927}, 'southwest': {'lat': -2.614061779892722, 'lng': 140.6627616201073}}}",Lingkaran Abepura,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107034028884176397403"">Elia Pratama</a>'], 'photo_reference': 'AUGGfZmPl6Xq6BHdCjrIX4ci5g4YLwH4KYfcs-SQOkd_WhPbhPoBUGg47t_GEh_CoshWhH--VzzZsb4gvyokrdBDtY80FNZSjd_BErcCeVKjXdD6D22t3slni8pbK4HDKFao8Xj1eVUWpJQLzZB72XJAkCXTWTx_x65f455lOxc1JNFHZ6M3', 'width': 4624}]",ChIJV7ELLJz1bGgRCEaBJbWDp64,"['point_of_interest', 'establishment']",4.3,137.0
"CP76+XGM, Jl. Tobati Baru, Tobati, Distrik Jayapura Selatan, Kota Jayapura, Papua, Indonesia","{'location': {'lat': -2.5850406, 'lng': 140.711292}, 'viewport': {'northeast': {'lat': -2.583692820107278, 'lng': 140.7126287798927}, 'southwest': {'lat': -2.586392479892722, 'lng': 140.7099291201073}}}",Pertigaan RingRoad,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104066905306032550520"">A Google User</a>'], 'photo_reference': 'AUGGfZlh8o2dYH_0PU_foifXkVLhDJEfscgXWLDvWaCcHx2AVKdoYuAo19GIsrFoRqtHWC10604xadjUazf32T-evCWQ8WH65ugi-h_3B9C_BVOLBgXQRTpqDGuCnjk5_3rSVL7BUe1SjPDQcboyJ7pD4WSgmSrfwFf9TVTBSMJ-2LaFxWA', 'width': 4080}]",ChIJy8SKhUVZbGgR0Wi9MvId-AY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,23.0
"9QC5+M88, Unnamed Road, Nafri, Kec. Abepura, Kota Jayapura, Papua 99351, Indonesia","{'location': {'lat': -2.6283371, 'lng': 140.7583299}, 'viewport': {'northeast': {'lat': -2.627234020107277, 'lng': 140.7595960298927}, 'southwest': {'lat': -2.629933679892722, 'lng': 140.7568963701073}}}",Pondok Tian,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108283759767316523788"">Devid Maniagasi</a>'], 'photo_reference': 'AUGGfZnpXoq1m1gxb_-zpId06CtPUATfM1XmaO_ppKKre8ts5AnnGjMBjAT9lw5Y_coCa9nsdik872OKiI1FlS00UUxCHyT2zASmRJSUZvxd-DIi5k3MxzPYFJosocHe8D5eNzLhWFhk5N26M-ZFki1kBgaWOUrHD_ry6p5Hp7vDL4NegmcH', 'width': 4032}]",ChIJOYuuDMdfbGgRLoyBf7KQ2-M,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,5.0
"9PPH+GFV, Nafri, Abepura, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.6132813, 'lng': 140.7282054}, 'viewport': {'northeast': {'lat': -2.611997070107277, 'lng': 140.7295110298927}, 'southwest': {'lat': -2.614696729892722, 'lng': 140.7268113701073}}}",Pondok Bintang,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103462314471824067056"">lbra101</a>'], 'photo_reference': 'AUGGfZl3s3aUk5keTefTAVgG57QopIe10G3zFOVQbVDJ5CY69p-ROn5jRgSfcdTD5tnbcZTTAdYYKcsejNjUNBgPx0fMVDu5B5gErof27BckubFx-vsaweKCmrLJjBFmdJezoOP5G9u_m8bvGADM0g-rb5KJ7-j2UA97QqQrvCoJX5-7D1KA', 'width': 4032}]",ChIJubk0qDtfbGgRuMs4QZmS5JU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,5.0
