formatted_address,geometry,name,photos,place_id,types,rating,user_ratings_total
"7XX6+FJQ, Wuyukwi, Mulia, Puncak Jaya Regency, Papua 98973, Indonesia","{'location': {'lat': -3.7012975, 'lng': 137.9616037}, 'viewport': {'northeast': {'lat': -3.699943670107278, 'lng': 137.9629428798928}, 'southwest': {'lat': -3.702643329892722, 'lng': 137.9602432201073}}}",Tugu Salib bandara,"[{'height': 473, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101133400787634982265"">Alex Pinibo</a>'], 'photo_reference': 'AUGGfZni78kNGsVfT4NrkwUSa4HHEfb_sIVxejpKYqgYOKRmyXX9puV_hLAGM0bqP0abIider-Hvl3mkqL0C9NsY1RwR-2mB9Ug-fvwMHMGdgzUQ2bpmLO2b69wqjSGoMoB1-Nu6JND6YV_1C1M65KjdN_QMUKlden0Yf5JbRHx9giMlcAnX', 'width': 684}]",ChIJB5BEuqLXF2gRTRjal70ZKJA,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0
"74VH+J3P, Aulame, Tingginambut, Puncak Jaya Regency, Papua 99563, Indonesia","{'location': {'lat': -3.7059042, 'lng': 138.1277048}, 'viewport': {'northeast': {'lat': -3.704641020107278, 'lng': 138.1289829798928}, 'southwest': {'lat': -3.707340679892722, 'lng': 138.1262833201073}}}",Sungai Kalome,,ChIJP2JQyi0tFmgRcyxcicF7JOA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0
"7XMH+5VM, Pruleme, Mulia, Puncak Jaya Regency, Papua, Indonesia","{'location': {'lat': -3.7170291, 'lng': 137.9796663}, 'viewport': {'northeast': {'lat': -3.71494605, 'lng': 137.9812437798927}, 'southwest': {'lat': -3.71772345, 'lng': 137.9785441201072}}}",POHON SATU,"[{'height': 1266, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101133400787634982265"">Alex Pinibo</a>'], 'photo_reference': 'AUGGfZmN6pKqseHu5omT_4spcI8q2Kwdcpfal8M8p3SCUfgO-hZ4MeE0WXvCVOaZLUh4cMfkIJCJjmrL1zwRpf_xQ9lS5bmeviR07aa_rUglrAy-umKGMyg4_FE6I8TBPUdGu_bnntA-JA-cDT7-3QFt2b7DopiX-4rPgaVcIguknC-6mcN3', 'width': 720}]",ChIJfxG-vA3XF2gRhk4xHx9Z0-U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0
"73VV+J56, Unnamed Road, Kalome / Pagargom, Tingginambut, Puncak Jaya Regency, Papua 99563, Indonesia","{'location': {'lat': -3.7059631, 'lng': 138.0928961}, 'viewport': {'northeast': {'lat': -3.704546820107278, 'lng': 138.0943672298927}, 'southwest': {'lat': -3.707246479892722, 'lng': 138.0916675701073}}}",Dawe Dawe Performance Show,,ChIJm80umiItFmgRxXxaKPsuR4U,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,4.0
"73WX+6C2, Kalome / Pagargom, Tingginambut, Puncak Jaya Regency, Papua 99563, Indonesia","{'location': {'lat': -3.7044829, 'lng': 138.098502}, 'viewport': {'northeast': {'lat': -3.70373605, 'lng': 138.1003360798927}, 'southwest': {'lat': -3.706723449999999, 'lng': 138.0976364201072}}}",Pertemuan Tiga Sungai,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112821397552069526926"">A Google User</a>'], 'photo_reference': 'AUGGfZkuHqIXDEHW9kNrnywe2t9EeSSOM15jfmQpy3JPEAxdh2UM6ZbSDU6Fos4JfSHUVF4XvuPqx28qtI4AAzfta9J3eiLRSrqHGFXdfOen1wrbqZ71IjefO0MCSmSplJ5fFRXfuFe9mhCc7N9JTFXgj5YtjQ8Th9frVwPqvuiq4HfbbjR3', 'width': 2000}]",ChIJW8oiM1ktFmgRvwals5rpWoc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0
"89H8+C53, Kanggime, Tolikara Regency, Papua, Indonesia","{'location': {'lat': -3.6714785, 'lng': 138.3654263}, 'viewport': {'northeast': {'lat': -3.667450999999999, 'lng': 138.3661899}, 'southwest': {'lat': -3.672821000000001, 'lng': 138.3631355}}}",Bilip pagona,"[{'height': 324, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111760559571474171209"">A Google User</a>'], 'photo_reference': 'AUGGfZkDczOLij0Jd22BATFdIyBoc4NQ5tWrhR0z91AadmQ4QeSBrm7t1zKVDCSiS1T4LZmEgsPPvgHpzmvQwoesY4aXBlwdHPYI_pOQRfLuTHAohTktFVNbgytPUhld7Ls80kS3y-dNsYr-92pkkOdrNtBbSne8Gh2p9jZhMBBaDkanVHR3', 'width': 720}]",ChIJ5cq9E74jFmgR-eU8sa6tAcY,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0
"6GHC+WR, Megalunik, Poga, Lanny Jaya Regency, Papua, Indonesia","{'location': {'lat': -3.7701965, 'lng': 138.5220362}, 'viewport': {'northeast': {'lat': -3.768882870107278, 'lng': 138.5233660798927}, 'southwest': {'lat': -3.771582529892722, 'lng': 138.5206664201073}}}",Kubu Mbelela/Gunung Mega,,ChIJBzEK82MdFmgRxpLwgHsXSE8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0
"8FV3+QWM, Megapura, Biuk, Tolikara Regency, Papua 99567, Indonesia","{'location': {'lat': -3.6555389, 'lng': 138.4547834}, 'viewport': {'northeast': {'lat': -3.654189070107277, 'lng': 138.4561332298927}, 'southwest': {'lat': -3.656888729892721, 'lng': 138.4534335701073}}}",Kolam Alam Biuk 2,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102193025332062263985"">Ondiles Wanimbo</a>'], 'photo_reference': 'AUGGfZlEgC6nT4HPswpBi7D3ZX2Qh1ZNf5PsN4v8M1ptIyRgUVrCAYcIfCFYvNjw9ECshuhRgeHQMzhQ2QFa35Z8KfqTRvLPEnXeax5oOk_UXKI0-SIn1MpmkMYWuh1j2_ctSvJjhmRPH29lofQZUVuLfDk6ePqbYpijH-HRK6dcYwp3RO_X', 'width': 4160}]",ChIJjUrT3jIXFmgRKbr9_96h1is,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,5.0
"65JM+3XG, Misimaga, Gome, Puncak Regency, Papua 98971, Indonesia","{'location': {'lat': -3.7698162, 'lng': 137.1849668}, 'viewport': {'northeast': {'lat': -3.768466370107278, 'lng': 137.1863166298927}, 'southwest': {'lat': -3.771166029892722, 'lng': 137.1836169701073}}}",Iabong,,ChIJxXIomA2hImgRnEn2r41hwPk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0
"73VV+XCG, Unnamed Road, Kalome / Pagargom, Kec. Tingginambut, Kabupaten Puncak Jaya, Papua 99563, Indonesia","{'location': {'lat': -3.705061699999999, 'lng': 138.0935721}, 'viewport': {'northeast': {'lat': -3.703963470107278, 'lng': 138.0946294798927}, 'southwest': {'lat': -3.706663129892722, 'lng': 138.0919298201073}}}",ADIK EMISERA,,ChIJ1yCoCIgtFmgRzMGgKqjL4Q8,"['lodging', 'point_of_interest', 'establishment']",5.0,1.0
