formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"4WP3+PV, Talise, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.8632443999999999, 'lng': 119.9047342}, 'viewport': {'northeast': {'lat': -0.8610807999999998, 'lng': 119.9061630298928}, 'southwest': {'lat': -0.8639656000000001, 'lng': 119.9034633701073}}}",Bunti Lengaru,ChIJDUbvKADviy0RjUCiT0_zfm0,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"Jl. Soekarno Hatta, Tondo, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94119, Indonesia","{'location': {'lat': -0.8555399, 'lng': 119.9119997}, 'viewport': {'northeast': {'lat': -0.8541900701072778, 'lng': 119.9133495298927}, 'southwest': {'lat': -0.8568897298927222, 'lng': 119.9106498701073}}}",Gong Perdamaian Palu,ChIJGyNjvc7uiy0R1De_cgC70Eg,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",1036.0,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106828376984016798658"">Syawaluddin Unsar</a>'], 'photo_reference': 'AUGGfZknkBmLQN7buDE5YpwQc3AtC5r6J3o7nuZzQfL33ypzPorbRqt2uJNSWhK4NhjatrowMhkQSSk-HfplROm3SDzy39N_p6atur60x9_Ad8nogoxFYQ6fkxRQC1BNmCRcZ_HVjh113QWmwAmhc2F29cykC6Zdl4F-ruv4UFc5r_MRr02c', 'width': 4000}]"
"4VRH+P85, Talise, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.8582403, 'lng': 119.8783724}, 'viewport': {'northeast': {'lat': -0.8568732701072779, 'lng': 119.8797966798927}, 'southwest': {'lat': -0.8595729298927224, 'lng': 119.8770970201073}}}",Batu Nestapa,ChIJAd3heQDtiy0Rh0DxmXpavAs,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103418396305752399274"">Ardiansyah Dillon</a>'], 'photo_reference': 'AUGGfZmeo7SoiUGkKvSmFcwBJ-aZDnQCrf_Ooy-FgHbBeKn7Tap3Y1Clt8W8n8IpK9fvAtdfA6rVn31Tc8zCzsoVolM_rc7b_p9jpSzlljj6hH89rte0x8lU7NVRjJn95fTvwruKvI8AG7bWCq_Jebmem4LKiv8Z55eTAPcI320gMy_yQIRI', 'width': 2304}]"
"4VXH+JGQ, Tondo, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.850895, 'lng': 119.8789017}, 'viewport': {'northeast': {'lat': -0.8500910701072777, 'lng': 119.8808418798927}, 'southwest': {'lat': -0.8527907298927222, 'lng': 119.8781422201073}}}",Pondok Dermaga Vatuvuri,ChIJX2pgDgDriy0RB2PHxJrpSqw,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,
"4VGQ+RRH, Talise, Mantikulore, Palu City, Central Sulawesi 94118, Indonesia","{'location': {'lat': -0.8735086999999999, 'lng': 119.8900793}, 'viewport': {'northeast': {'lat': -0.8721591201072776, 'lng': 119.8914225298928}, 'southwest': {'lat': -0.8748587798927221, 'lng': 119.8887228701073}}}",TIKUNGAN 22',ChIJ0wA4SQDviy0Rd4BAcyj5n5A,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"5W76+4HQ, Tondo, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.8366182999999999, 'lng': 119.9115067}, 'viewport': {'northeast': {'lat': -0.8352934201072778, 'lng': 119.9129018798927}, 'southwest': {'lat': -0.8379930798927222, 'lng': 119.9102022201072}}}",GRIYA TADULAKO PERMAI,ChIJo07WP47piy0R-Ng1Ddh9SJo,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"5W48+RFH, Tondo, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.8429472, 'lng': 119.9162276}, 'viewport': {'northeast': {'lat': -0.8419714701072777, 'lng': 119.9174263798927}, 'southwest': {'lat': -0.8446711298927222, 'lng': 119.9147267201073}}}",Pondo Dermaga Vatuvuri,ChIJi9XIDADpiy0RuwEUw7c-gCY,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"3WWC+7PX, Kawatuna, Mantikulore, Palu City, Central Sulawesi, Indonesia","{'location': {'lat': -0.9042507999999998, 'lng': 119.9218571}, 'viewport': {'northeast': {'lat': -0.9029433201072781, 'lng': 119.9232838798928}, 'southwest': {'lat': -0.9056429798927222, 'lng': 119.9205842201073}}}",Lokasi cd 2,ChIJOzs6QADviy0RDIlFfboeJxA,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"4VFC+WVG, Jl. Penggaraman, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah, Indonesia","{'location': {'lat': -0.8690568999999999, 'lng': 119.8728518}, 'viewport': {'northeast': {'lat': -0.8677213701072778, 'lng': 119.8742294798927}, 'southwest': {'lat': -0.8704210298927222, 'lng': 119.8715298201073}}}",Marhaenisme Ganjar Kota Palu,ChIJSzr2ABPtiy0RDqIblFRIo8A,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116855650872372826230"">A Google User</a>'], 'photo_reference': 'AUGGfZkjQYiXceyyz26wQUkIfJKYFCwjxYfT7RHYh5d9RwsIEpIXdl374pGA2lqynTA4wd-gECTu6Mm4qTSMvuPCww6f1ghD4fAWxzvfGGc-Ack0CBqdhihWmclLlhfrDqNzotEqHVgOLALLQCm5Y0x8FZPRjVRS6NsRRFwRHfrQeuSdM6Ho', 'width': 1920}]"
"3WXJ+M4H, Kawatuna, Mantikulore, Palu City, Central Sulawesi 94118, Indonesia","{'location': {'lat': -0.9008124999999999, 'lng': 119.9303594}, 'viewport': {'northeast': {'lat': -0.8994613701072779, 'lng': 119.9317083798928}, 'southwest': {'lat': -0.9021610298927222, 'lng': 119.9290087201073}}}",Adilah Garden,ChIJMyqA7Tvviy0R3ptmjncOsf0,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",240.0,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105883883336355882378"">Amalia Korompot</a>'], 'photo_reference': 'AUGGfZnYZ-Z86WNbm85Mko-WpqaKzqYybkh0AAKnV9yq15m1P9fTirOe7Hq8S8E47xw7gsoreRdLuVZ-Yu66_E05C6Pb56GirFpMLoeCLiTnvk2d4_HzRDTAV2JxcOggmpmMxKw4cXcji0sU3ohFZdrtLHTS0nTKzZMsjqG0x7JEcmSq3V4P', 'width': 4128}]"
