formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"MJ9J+649, Cisauk, Tangerang Regency, Banten 15341, Indonesia","{'location': {'lat': -6.3319823, 'lng': 106.6303978}, 'viewport': {'northeast': {'lat': -6.330645920107277, 'lng': 106.6317876798927}, 'southwest': {'lat': -6.333345579892721, 'lng': 106.6290880201073}}}",Fikri,ChIJMX5Y4M_laS4RH03AlDvsazk,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"Suradita, Cisauk, Tangerang Regency, Banten 15342, Indonesia","{'location': {'lat': -6.344526699999999, 'lng': 106.630058}, 'viewport': {'northeast': {'lat': -6.343164420107278, 'lng': 106.6313773798927}, 'southwest': {'lat': -6.345864079892721, 'lng': 106.6286777201073}}}",Taman Impian Raya Cisauk,ChIJ1b07LFHlaS4RMP145rOBgA8,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",32.0,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100047206738912028078"">Haerul Bahri</a>'], 'photo_reference': 'AUGGfZkIFxfxqS9CN86qTKZmK2b-yU4F8kMK7TzvqquOAgECNjVQrHKkw6ZWNy9ssutS82uQKq-iznNUba6jaDnGNsslEkzyFhE33VUjnNoBFmhyzASFUDqkq9_RdLc4j270a_ZjruOopzQK2TjTr5oHqFmBiAxmBmuSsmu9rMGElxS3GiRZ', 'width': 4000}]"
"MJ79+MXW, Cisauk, Tangerang Regency, Banten 15341, Indonesia","{'location': {'lat': -6.335773499999999, 'lng': 106.6199425}, 'viewport': {'northeast': {'lat': -6.334545820107278, 'lng': 106.6214294298927}, 'southwest': {'lat': -6.337245479892721, 'lng': 106.6187297701073}}}",Pemacigan lele balap Kiray fising,ChIJL594Cz7jaS4RoPN6jsHZ3yU,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,
"Dekat Parkir Pulau Kembang, Jl. Kp. Setu No.Rt 12/05, Dangdang, Kec. Cisauk, Kabupaten Tangerang, Banten 15342, Indonesia","{'location': {'lat': -6.3502317, 'lng': 106.6220073}, 'viewport': {'northeast': {'lat': -6.348970370107279, 'lng': 106.6233557798927}, 'southwest': {'lat': -6.351670029892722, 'lng': 106.6206561201073}}}",Dermaga Pulau Kembang Cisauk,ChIJjaElDl3jaS4RfsmKOuUArCU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112898852748326897349"">A Google User</a>'], 'photo_reference': 'AUGGfZlb9oL71wKpgTR4ZtvHtTnvnPaLuMSXkDxdcYKHaHw1jPz0HmpQ7R-oyphsjIIiwLnl-Ddw785uZcsdvOCtOiPeDX9XmbHRoGuHg8S8zhKMg4D0-yQg73KkQ0tnouspD7cvOKvTfmlWNiDnhBxfYxHGP2xXEB-DLY17LkqgbHH4ufsg', 'width': 1952}]"
"MJ7F+GPQ, Cisauk, Tangerang Regency, Banten 15341, Indonesia","{'location': {'lat': -6.336174400000001, 'lng': 106.6243472}, 'viewport': {'northeast': {'lat': -6.334762520107279, 'lng': 106.6257041798927}, 'southwest': {'lat': -6.337462179892722, 'lng': 106.6230045201073}}}",Danau Suradita,ChIJwSqUXYjjaS4RyrFLaF9t3hs,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110617417992768735070"">hamzah fauzi</a>'], 'photo_reference': 'AUGGfZmkNmdIMHnpHQRbLaq7X64uez6zlz79jXZ-2XMZ41qyRO1hm-ugjtCQRVB3pjQA7hawvBLPtaexiq6ovGmKGMpnb_rv3_5oJodGfbSFWMqFBFFyReAh13l_Fo3RVL-aScn8C0OfjTOh8T7S3C0jrLjB7n_JNslOlnhPHzueDHWdgAM', 'width': 3264}]"
"MJ57+R9R, Jl. H.Upni, Dangdang, Kec. Cisauk, Kabupaten Tangerang, Banten 15342, Indonesia","{'location': {'lat': -6.340384999999999, 'lng': 106.61338}, 'viewport': {'northeast': {'lat': -6.339056220107278, 'lng': 106.6147591798927}, 'southwest': {'lat': -6.341755879892721, 'lng': 106.6120595201073}}}",Kolam Renang Anak,ChIJU6Z4zmbjaS4Rsasm1Km-zKY,3.5,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109307211708743879850"">A Google User</a>'], 'photo_reference': 'AUGGfZm4BNNAHd27IM6B3AoYM1wWLgFvJkoSL8Rwf7Vc3Ui8_Cwm8gKjYRhinmfPliQaaHWdEPqkttfLnB-W-Qf0YjuKjTncJzU-OLavvvoWXinivJQ4sCGmmzxvg9YI_O-sifKynjtsiOSqJOJ78SQ5lABrm6QNC_1t9bNBjbSPhIZQkqz1', 'width': 2160}]"
"MH3W+G33, Mekarwangi, Cisauk, Tangerang Regency, Banten, Indonesia","{'location': {'lat': -6.3462254, 'lng': 106.5951755}, 'viewport': {'northeast': {'lat': -6.344962970107278, 'lng': 106.5967763298927}, 'southwest': {'lat': -6.347662629892722, 'lng': 106.5940766701073}}}",HUTAN LEUWEUNG,ChIJKTC-CT_jaS4RNWJN-WEAI9A,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103341114773604503528"">jajang bukhori</a>'], 'photo_reference': 'AUGGfZkhyjlMmhpAi9ZbrP3YRLxWmNPVINenCpVvXwqT0ZhT-4rWQmD5CvZ2l0QaYFvkit0sUa_anb94s7-NkcDX29Hajy68JRhWiQIwSWefKXVZP5LS2fK3NKmN0ghVHvARJ_wmyvA6mvUEGpIdnV2neFX-CN6qEa73TTtAq-lCaQ4dNL8q', 'width': 3000}]"
"MJ2C+9VJ, Jl. Kp. Setu, Dangdang, Kec. Cisauk, Kabupaten Tangerang, Banten 15342, Indonesia","{'location': {'lat': -6.3490381, 'lng': 106.6221287}, 'viewport': {'northeast': {'lat': -6.348330270107279, 'lng': 106.6233175298927}, 'southwest': {'lat': -6.351029929892722, 'lng': 106.6206178701073}}}",Danau RD2,ChIJid9RTDrjaS4RiadOUxKXy3U,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 2534, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116957672658941215219"">Adrianto Tjia</a>'], 'photo_reference': 'AUGGfZkc3S66jojnDiAHQp91WaXXJv74VPAUUGjvR7xuiea2Nk7dbyxpHwjNyvbuUHgpVxqIpVjsOOU9X3HB_T6RYsNrD4enoJYJTsNT4QzQyAbi8FQF0JyWjcddaerT0T9gnTdrDH5w6QOrPUqjaC-bAvCrTiAezxqaGvmFMO_Reixe46Bz', 'width': 3380}]"
"JJWG+WP9, Jl. Griya Suradita Indah, Suradita, Kec. Cisauk, Kabupaten Tangerang, Banten 15342, Indonesia","{'location': {'lat': -6.3527045, 'lng': 106.6268595}, 'viewport': {'northeast': {'lat': -6.351375370107277, 'lng': 106.6282840798927}, 'southwest': {'lat': -6.354075029892721, 'lng': 106.6255844201073}}}",Loading Bike Pingdan GSH,ChIJ6Xp-uf3jaS4REmMplS97cqU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106648597682796677698"">A Google User</a>'], 'photo_reference': 'AUGGfZnpqkNB707QxYZL-lBFVHRtHXiwp0zkJk6QENtpGd7AXLAyTmNlTC76ksNBugYNlvdoIbGNKGngUVrHBP2C1CF25ztSH2XaRZ3KhdQvLqCZMBjuEqgm7-ejWRF9n5UJx1bfNsjB5U5-tcEmXWtNlOdc0BIixS5HaLbYNbRwb2ql2KV4', 'width': 5120}]"
"Jl. Griya Serpong Asri, Suradita, Kec. Cisauk, Kabupaten Tangerang, Banten 15343, Indonesia","{'location': {'lat': -6.3519298, 'lng': 106.6345467}, 'viewport': {'northeast': {'lat': -6.350486320107278, 'lng': 106.6359018798927}, 'southwest': {'lat': -6.353185979892721, 'lng': 106.6332022201073}}}",Danau DHX,ChIJ6wm5-0blaS4RT9e1pbboX8Y,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112673165021986815516"">Yudi Rachmansyah</a>'], 'photo_reference': 'AUGGfZnrPlh9y9kpwqX_7h5-MmMZS0lZh5WC4Sf0M90mY32oOtOkKJPbzyWVyQAZwizW58Dtlcb7PWR7fs21WOR63XKhb2ch3kCG1JXRxhzanc0I9R76l5AKX-FKC7z8rQIMwIbCOmW3Kjgw05WCEGp9eohlRsY2SvnQIyjVGq0DL0VwEuKV', 'width': 1920}]"
